"Indicator type","Indicator","Description"
"IPv4","78.61.137.118",""
"IPv4","78.47.9.4",""
"IPv4","78.47.43.74",""
"IPv4","78.47.43.253",""
"IPv4","78.47.39.90",""
"IPv4","78.47.36.20",""
"IPv4","78.47.229.130",""
"IPv4","78.47.18.110",""
"IPv4","78.47.171.53",""
"IPv4","78.47.169.189",""
"IPv4","78.47.134.196",""
"IPv4","78.47.117.28",""
"IPv4","78.47.11.224",""
"IPv4","78.46.98.207",""
"IPv4","78.46.85.216",""
"IPv4","78.46.47.184",""
"IPv4","78.46.209.112",""
"IPv4","78.46.193.215",""
"IPv4","78.46.192.233",""
"IPv4","78.46.177.87",""
"IPv4","78.46.162.123",""
"IPv4","78.46.150.112",""
"IPv4","78.46.123.26",""
"IPv4","78.46.120.54",""
"IPv4","78.46.104.112",""
"IPv4","78.45.83.195",""
"IPv4","78.31.67.22",""
"IPv4","78.31.65.42",""
"IPv4","78.196.33.136",""
"IPv4","78.194.37.29",""
"IPv4","78.194.158.30",""
"IPv4","78.159.117.165",""
"IPv4","78.150.231.55",""
"IPv4","78.138.98.42",""
"IPv4","78.130.248.125",""
"IPv4","78.130.128.106",""
"IPv4","78.108.108.25",""
"IPv4","77.91.74.58",""
"IPv4","77.91.123.136",""
"IPv4","77.91.102.147",""
"IPv4","77.83.198.213",""
"IPv4","77.83.198.149",""
"IPv4","77.81.247.72",""
"IPv4","77.73.71.110",""
"IPv4","77.7.6.43",""
"IPv4","77.68.94.106",""
"IPv4","77.68.88.55",""
"IPv4","77.68.75.173",""
"IPv4","77.68.73.218",""
"IPv4","77.68.30.104",""
"IPv4","77.68.3.133",""
"IPv4","77.68.26.238",""
"IPv4","77.68.20.217",""
"IPv4","77.68.102.85",""
"IPv4","77.58.228.209",""
"IPv4","77.58.104.62",""
"IPv4","77.48.28.237",""
"IPv4","77.48.28.236",""
"IPv4","77.48.28.206",""
"IPv4","77.48.28.204",""
"IPv4","77.32.108.46",""
"IPv4","77.246.159.165",""
"IPv4","77.23.145.167",""
"IPv4","77.220.196.253",""
"IPv4","77.22.42.176",""
"IPv4","77.174.164.37",""
"IPv4","77.172.70.151",""
"IPv4","77.171.80.188",""
"IPv4","77.171.66.215",""
"IPv4","77.162.229.73",""
"IPv4","77.123.155.45",""
"IPv4","77.109.152.11",""
"IPv4","77.105.107.21",""
"IPv4","76.89.223.26",""
"IPv4","76.210.199.227",""
"IPv4","76.14.151.174",""
"IPv4","75.87.189.107",""
"IPv4","75.75.102.102",""
"IPv4","75.58.62.109",""
"IPv4","75.184.41.141",""
"IPv4","75.176.45.87",""
"IPv4","75.119.155.34",""
"IPv4","75.119.142.109",""
"IPv4","75.10.170.76",""
"IPv4","74.91.27.30",""
"IPv4","74.91.26.170",""
"IPv4","74.91.21.2",""
"IPv4","74.83.80.254",""
"IPv4","74.208.37.237",""
"IPv4","74.208.33.181",""
"IPv4","74.208.216.193",""
"IPv4","74.208.203.175",""
